1	3	1	1	0	0	1	1	2603	1
2	3	1	1	1	1	1	2	1069	0
3	3	1	0	1	0	2	1	2740	0
4	3	1	0	0	1	2	2	1992	1
5	3	1	0	0	0	1	2	2622	0
6	3	1	1	0	1	2	1	1779	0
7	3	1	1	1	0	2	1	2875	0
8	3	1	0	1	1	1	1	1953	1
9	3	1	0	0	1	2	1	1506	0
10	3	1	1	1	1	1	1	3151	1
11	3	1	1	0	1	2	2	2942	1
12	3	1	0	1	1	1	1	1892	1
13	3	1	0	0	0	1	1	2733	1
14	3	1	0	1	0	2	2	2693	1
15	3	1	1	1	0	2	2	1696	1
16	3	1	1	0	0	1	1	2498	1
17	3	1	1	0	1	2	2	2727	1
18	3	1	1	1	1	1	1	1954	1
19	3	1	0	1	0	2	2	2007	1
20	3	1	1	1	0	2	2	1644	1
21	3	1	0	0	0	1	1	1564	1
22	3	1	1	0	0	1	1	1537	1
23	3	1	0	1	1	1	1	1455	1
24	3	1	0	0	1	2	2	1018	1
25	3	1	1	1	0	2	NaN	NaN	0
26	3	1	1	1	1	1	1	1372	1
27	3	1	1	0	0	1	1	1491	1
28	3	1	0	1	1	1	1	1345	1
29	3	1	0	0	0	1	1	1317	1
30	3	1	0	0	1	2	2	942	1
31	3	1	0	1	0	2	2	1116	1
32	3	1	1	0	1	2	2	1000	1
