1	1	3	1	0	0	2	2	2553	1
2	1	3	1	1	1	2	2	2062	1
3	1	3	0	0	1	2	2	1658	1
4	1	3	0	1	0	2	2	3010	1
5	1	3	0	0	0	1	1	1956	1
6	1	3	1	1	0	1	1	1330	1
7	1	3	1	0	1	1	2	2628	0
8	1	3	0	1	1	1	NaN	NaN	0
9	1	3	0	1	0	2	2	2572	1
10	1	3	1	1	1	2	2	2319	1
11	1	3	1	1	0	1	1	1159	1
12	1	3	0	1	1	1	1	2516	1
13	1	3	0	0	0	1	1	3503	1
14	1	3	0	0	1	2	2	2103	1
15	1	3	1	0	1	1	NaN	NaN	0
16	1	3	1	0	0	2	2	2802	1
17	1	3	1	1	0	1	1	2339	1
18	1	3	1	1	1	2	2	1885	1
19	1	3	0	0	1	2	2	1831	1
20	1	3	1	0	1	1	1	2184	1
21	1	3	0	0	0	1	2	1110	0
22	1	3	1	0	0	2	1	2907	0
23	1	3	0	1	1	1	2	2312	0
24	1	3	0	1	0	2	2	2427	1
25	1	3	1	0	1	1	1	2787	1
26	1	3	1	1	1	2	2	2227	1
27	1	3	1	0	0	2	1	3121	0
28	1	3	0	1	1	1	1	2416	1
29	1	3	0	0	0	1	1	2751	1
30	1	3	0	1	0	2	1	2425	0
31	1	3	0	0	1	2	2	2059	1
32	1	3	1	1	0	1	1	1283	1
