1	1	3	0	0	1	2	2	1236	1
2	1	3	0	0	0	1	1	2047	1
3	1	3	1	1	0	1	1	1475	1
4	1	3	1	0	1	1	2	2280	0
5	1	3	1	1	1	2	2	2101	1
6	1	3	0	1	1	1	1	1709	1
7	1	3	0	1	0	2	2	1621	1
8	1	3	1	0	0	2	2	1809	1
9	1	3	0	0	0	1	1	2122	1
10	1	3	1	0	1	1	1	2092	1
11	1	3	1	1	0	1	1	1566	1
12	1	3	0	1	1	1	1	1820	1
13	1	3	0	1	0	2	2	1444	1
14	1	3	1	1	1	2	2	2114	1
15	1	3	1	0	0	2	2	1972	1
16	1	3	0	0	1	2	2	2054	1
17	1	3	0	1	1	1	1	1502	1
18	1	3	1	1	1	2	2	1728	1
19	1	3	0	0	0	1	1	1066	1
20	1	3	1	0	1	1	2	1262	0
21	1	3	1	0	0	2	2	1636	1
22	1	3	1	1	0	1	1	1536	1
23	1	3	0	1	0	2	2	2071	1
24	1	3	0	0	1	2	1	966	0
25	1	3	1	1	1	2	2	1328	1
26	1	3	1	0	0	2	2	1352	1
27	1	3	1	1	0	1	1	1070	1
28	1	3	0	0	1	2	1	1688	0
29	1	3	0	1	1	1	1	1672	1
30	1	3	1	0	1	1	1	2834	1
31	1	3	0	1	0	2	2	2141	1
32	1	3	0	0	0	1	1	1979	1
