1	3	4	1	0	0	1	1	2091	1
2	3	4	1	1	0	2	2	1019	1
3	3	4	0	0	0	1	1	1449	1
4	3	4	1	1	1	1	1	1059	1
5	3	4	0	1	0	2	2	886	1
6	3	4	0	0	1	2	2	991	1
7	3	4	1	0	1	2	2	1227	1
8	3	4	0	1	1	1	1	1210	1
9	3	4	1	0	0	1	1	1291	1
10	3	4	0	0	1	2	2	1040	1
11	3	4	1	1	0	2	2	1155	1
12	3	4	1	1	1	1	1	1032	1
13	3	4	0	0	0	1	1	1141	1
14	3	4	0	1	1	1	1	1047	1
15	3	4	0	1	0	2	2	955	1
16	3	4	1	0	1	2	2	1015	1
17	3	4	0	0	1	2	2	905	1
18	3	4	1	0	0	1	1	987	1
19	3	4	0	1	0	2	2	998	1
20	3	4	1	1	1	1	1	981	1
21	3	4	0	1	1	1	1	1142	1
22	3	4	1	0	1	2	2	908	1
23	3	4	1	1	0	2	2	960	1
24	3	4	0	0	0	1	1	1111	1
25	3	4	1	1	1	1	1	1415	1
26	3	4	1	0	1	2	2	859	1
27	3	4	1	0	0	1	1	1255	1
28	3	4	0	1	1	1	1	1345	1
29	3	4	0	1	0	2	2	1437	1
30	3	4	1	1	0	2	2	2116	1
31	3	4	0	0	1	2	2	963	1
32	3	4	0	0	0	1	1	1023	1
