1	1	4	1	0	1	1	1	1791	1
2	1	4	1	0	0	2	2	1627	1
3	1	4	0	1	0	2	2	2113	1
4	1	4	0	1	1	1	1	1769	1
5	1	4	1	1	1	2	2	2048	1
6	1	4	0	0	0	1	1	1907	1
7	1	4	1	1	0	1	1	1787	1
8	1	4	0	0	1	2	2	910	1
9	1	4	0	1	0	2	2	1655	1
10	1	4	0	0	0	1	1	1350	1
11	1	4	0	1	1	1	1	1807	1
12	1	4	0	0	1	2	2	1701	1
13	1	4	1	1	0	1	1	1761	1
14	1	4	1	0	1	1	1	2378	1
15	1	4	1	1	1	2	2	2616	1
16	1	4	1	0	0	2	2	1766	1
17	1	4	0	0	0	1	1	1836	1
18	1	4	1	1	0	1	1	1990	1
19	1	4	0	0	1	2	2	1550	1
20	1	4	0	1	1	1	1	1461	1
21	1	4	1	1	1	2	2	1757	1
22	1	4	0	1	0	2	2	2171	1
23	1	4	1	0	1	1	1	1931	1
24	1	4	1	0	0	2	2	1686	1
25	1	4	1	1	0	1	1	1842	1
26	1	4	0	0	0	1	1	2089	1
27	1	4	1	1	1	2	2	2620	1
28	1	4	0	1	0	2	2	2414	1
29	1	4	1	0	1	1	1	2116	1
30	1	4	0	0	1	2	2	1728	1
31	1	4	1	0	0	2	2	1614	1
32	1	4	0	1	1	1	1	1356	1
