1	2	2	0	1	0	1	1	1536	1
2	2	2	0	0	0	1	2	1480	0
3	2	2	1	0	1	2	2	2771	1
4	2	2	1	1	0	2	1	2815	0
5	2	2	1	1	1	2	2	1343	1
6	2	2	0	1	1	1	1	2626	1
7	2	2	0	0	1	1	2	2913	0
8	2	2	1	0	0	2	2	1337	1
9	2	2	0	0	0	1	1	2225	1
10	2	2	1	1	0	2	2	2101	1
11	2	2	1	0	1	2	1	1637	0
12	2	2	0	1	1	1	1	1734	1
13	2	2	0	0	1	1	1	789	1
14	2	2	1	1	1	2	2	1796	1
15	2	2	1	0	0	2	2	2801	1
16	2	2	0	1	0	1	1	1785	1
17	2	2	0	1	1	1	1	1568	1
18	2	2	1	1	1	2	2	2839	1
19	2	2	0	0	0	1	1	1682	1
20	2	2	1	1	0	2	2	2817	1
21	2	2	1	0	0	2	2	1190	1
22	2	2	1	0	1	2	1	2085	0
23	2	2	0	0	1	1	1	1990	1
24	2	2	0	1	0	1	1	1523	1
25	2	2	1	1	1	2	2	1645	1
26	2	2	1	0	0	2	2	1861	1
27	2	2	1	0	1	2	2	1968	1
28	2	2	0	1	0	1	1	983	1
29	2	2	0	1	1	1	1	1912	1
30	2	2	1	1	0	2	2	1438	1
31	2	2	0	0	1	1	1	1020	1
32	2	2	0	0	0	1	1	788	1
