1	2	1	0	0	0	1	2	1372	0
2	2	1	0	1	0	1	2	1837	0
3	2	1	1	0	1	2	2	1336	1
4	2	1	1	1	0	2	2	1000	1
5	2	1	0	1	1	1	1	1663	1
6	2	1	0	0	1	1	2	1126	0
7	2	1	1	1	1	2	1	1788	0
8	2	1	1	0	0	2	1	1882	0
9	2	1	1	1	0	2	1	1904	0
10	2	1	0	0	1	1	2	1224	0
11	2	1	1	1	1	2	1	1137	0
12	2	1	1	0	0	2	1	1684	0
13	2	1	0	1	1	1	2	1895	0
14	2	1	0	0	0	1	2	1334	0
15	2	1	0	1	0	1	2	1911	0
16	2	1	1	0	1	2	1	1875	0
17	2	1	0	0	1	1	2	1642	0
18	2	1	1	1	1	2	1	1799	0
19	2	1	0	0	0	1	2	1511	0
20	2	1	1	0	0	2	2	1565	1
21	2	1	0	1	1	1	2	1794	0
22	2	1	1	1	0	2	1	1722	0
23	2	1	0	1	0	1	2	1568	0
24	2	1	1	0	1	2	2	2045	1
25	2	1	1	0	0	2	1	1564	0
26	2	1	1	1	1	2	2	2216	1
27	2	1	0	0	1	1	1	1473	1
28	2	1	0	0	0	1	1	2183	1
29	2	1	1	1	0	2	2	1058	1
30	2	1	0	1	1	1	1	1878	1
31	2	1	1	0	1	2	2	1397	1
32	2	1	0	1	0	1	1	1782	1
