1	2	2	0	0	1	1	2	943	0
2	2	2	0	0	0	1	1	750	1
3	2	2	1	1	0	2	2	991	1
4	2	2	1	0	1	2	2	1322	1
5	2	2	1	1	1	2	2	655	1
6	2	2	0	1	1	1	1	774	1
7	2	2	0	1	0	1	1	1010	1
8	2	2	1	0	0	2	2	712	1
9	2	2	0	0	0	1	1	1002	1
10	2	2	1	0	1	2	2	851	1
11	2	2	1	1	0	2	2	821	1
12	2	2	0	1	1	1	1	898	1
13	2	2	0	1	0	1	1	1007	1
14	2	2	1	1	1	2	2	806	1
15	2	2	1	0	0	2	2	1102	1
16	2	2	0	0	1	1	1	747	1
17	2	2	0	1	1	1	1	729	1
18	2	2	1	1	1	2	2	767	1
19	2	2	0	0	0	1	1	866	1
20	2	2	1	0	1	2	2	814	1
21	2	2	1	0	0	2	2	1561	1
22	2	2	1	1	0	2	2	813	1
23	2	2	0	1	0	1	1	1933	1
24	2	2	0	0	1	1	1	681	1
25	2	2	1	1	1	2	2	768	1
26	2	2	1	0	0	2	2	942	1
27	2	2	1	1	0	2	2	957	1
28	2	2	0	0	1	1	1	1333	1
29	2	2	0	1	1	1	1	740	1
30	2	2	1	0	1	2	2	799	1
31	2	2	0	1	0	1	1	1263	1
32	2	2	0	0	0	1	1	1104	1
