1	2	3	1	1	0	2	2	1304	1
2	2	3	0	1	0	1	1	671	1
3	2	3	1	0	1	2	2	785	1
4	2	3	0	0	0	1	1	589	1
5	2	3	1	0	0	2	2	589	1
6	2	3	0	1	1	1	1	650	1
7	2	3	0	0	1	1	1	754	1
8	2	3	1	1	1	2	2	933	1
9	2	3	1	0	1	2	2	644	1
10	2	3	0	0	0	1	1	953	1
11	2	3	1	0	0	2	2	427	1
12	2	3	0	1	0	1	1	761	1
13	2	3	1	1	0	2	2	720	1
14	2	3	1	1	1	2	2	954	1
15	2	3	0	1	1	1	1	758	1
16	2	3	0	0	1	1	1	773	1
17	2	3	1	0	0	2	2	856	1
18	2	3	1	1	0	2	2	665	1
19	2	3	1	1	1	2	2	741	1
20	2	3	0	1	1	1	1	1005	1
21	2	3	0	1	0	1	1	1013	1
22	2	3	0	0	1	1	1	964	1
23	2	3	0	0	0	1	1	888	1
24	2	3	1	0	1	2	2	556	1
25	2	3	1	0	0	2	2	645	1
26	2	3	0	0	1	1	1	764	1
27	2	3	1	1	0	2	2	677	1
28	2	3	0	1	1	1	1	686	1
29	2	3	0	0	0	1	1	929	1
30	2	3	0	1	0	1	1	791	1
31	2	3	1	0	1	2	2	737	1
32	2	3	1	1	1	2	2	710	1
